Reference molID, Reference formula, Test molID, Test formula, Perpendicular Distance, Planar Angle (Deg), Relative X-angle (Deg), Relative Y-angle (Deg), Relative Z-angle (Deg), Reference X-center, Reference Y-center, Reference Z-center, Test X-center, Test Y-center, Test Z-center
0.1, x-dummy-plane, 7666, C4-N1, -0.63, 54.88, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.40, 45.69, 478.15
0.1, x-dummy-plane, 6857, C6, -0.64, 60.09, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.40, 19.17, 459.62
0.1, x-dummy-plane, 6334, C6, -0.66, 61.02, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.38, 40.15, 442.66
0.1, x-dummy-plane, 3900, C6, -0.68, 31.74, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.36, 31.06, 415.17
0.1, x-dummy-plane, 2415, C6, -0.70, 87.23, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.34, 34.08, 367.58
0.1, x-dummy-plane, 3458, C4-N1, -0.70, 77.09, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.34, 28.64, 410.56
0.1, x-dummy-plane, 7933, C4-N1, -0.72, 68.34, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.32, 41.67, 486.88
0.1, x-dummy-plane, 3467, C6, 0.73, 72.63, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.77, 26.89, 407.13
0.1, x-dummy-plane, 2919, C4-N1, -0.73, 39.97, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.31, 44.77, 393.25
0.1, x-dummy-plane, 2920, C6, 0.74, 33.80, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.77, 40.96, 393.45
0.1, x-dummy-plane, 3661, C6, -0.76, 60.38, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.28, 11.07, 421.77
0.1, x-dummy-plane, 2308, C4-N1, 0.78, 83.95, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.82, 26.13, 371.76
0.1, x-dummy-plane, 3851, C4-N1, -0.79, 17.98, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.25, 17.61, 422.95
0.1, x-dummy-plane, 6498, C6, -0.80, 38.66, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.24, 44.53, 444.24
0.1, x-dummy-plane, 5965, C4-N1, -0.85, 86.67, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.19, 35.39, 439.61
0.1, x-dummy-plane, 7573, C4-N1, -0.87, 49.28, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.16, 5.51, 480.09
0.1, x-dummy-plane, 2350, C6, -0.88, 81.92, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.16, 17.64, 378.00
0.1, x-dummy-plane, 5561, C6, -0.89, 86.34, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.15, 34.21, 431.63
0.1, x-dummy-plane, 5818, C6, -0.89, 86.28, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.15, 0.10, 431.55
0.1, x-dummy-plane, 5687, C6, -0.89, 88.31, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.15, -4.18, 431.35
